timestamp_ns,system_time_ms,session_id,day_id,label,context,calibrated,baseline_ax,baseline_ay,baseline_az,ax,ay,az,gx,gy,gz,screen_rotation,note
3906300176362011,1778825724153,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.22013968,9.329616,5.751149,-0.29840744,-0.35338527,0.064904384,0,
3906300195195552,1778825724171,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.56829536,9.419347,5.575277,-0.29840744,-0.35338527,0.064904384,0,
3906300214029198,1778825724190,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.8386843,9.436096,4.772485,-0.12553272,-0.2611447,0.058795735,0,
3906300232862740,1778825724208,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.72263247,9.352347,4.1204405,-3.054324E-4,-0.14966187,0.02611447,0,
3906300251696282,1778825724228,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.51086766,9.365508,4.426722,-0.050396346,-0.17562363,-0.015729768,0,
3906300270529823,1778825724246,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.46779683,9.521041,4.9064827,-0.050396346,-0.17562363,-0.015729768,0,
3906300289363365,1778825724265,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.46181476,9.55813,4.9399824,0.02443459,-0.3252855,-0.013286309,0,
3906300308197011,1778825724284,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.80518484,9.436096,3.7663028,0.20952661,-0.29779658,-0.017867794,0,
3906300327030552,1778825724303,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.87338024,9.57488,2.5268207,0.38912088,-0.16187917,-0.033444848,0,
3906300345864094,1778825724321,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.56111693,9.88834,1.8065811,0.42760533,-0.06383537,-0.07284562,0,
3906300364697636,1778825724341,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.096909314,10.064212,2.4107687,0.31367907,-0.12950334,-0.1036943,0,
3906300383531177,1778825724359,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.33738798,10.028319,3.0448668,0.2290743,-0.47739083,-0.06826414,0,
3906300402364823,1778825724378,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.2835495,9.812965,2.5627131,0.2290743,-0.47739083,-0.06826414,0,
3906300421198365,1778825724397,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.09930214,9.449257,1.2263216,0.411112,-0.34819293,-0.07803798,0,
3906300440031907,1778825724416,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,-0.086141616,9.150154,0.24526432,0.4169152,-0.26450446,-0.03894263,0,
3906300458865448,1778825724435,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.13280165,8.736196,0.42951167,0.4169152,-0.26450446,-0.03894263,0,
3906300477698990,1778825724453,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,0.2620141,8.560323,1.5840486,0.15821397,-0.2886336,-0.0056504994,0,
3906300496532636,1778825724472,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,-0.014356935,8.601001,2.3700907,-0.06444623,-0.43065968,-1.527162E-4,0,
3906300515366177,1778825724491,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,-0.08853444,8.65125,2.3940191,-0.11209369,-0.5216785,0.006872229,0,
3906300534199719,1778825724511,f175e810,20260515,Upright,Commuting-like,1,0.2432573,8.930838,4.2969832,-0.08135597,8.941978,2.0745773,-0.05894845,-0.36529714,0.028863361,0,
