timestamp_ns,system_time_ms,session_id,day_id,label,context,calibrated,baseline_ax,baseline_ay,baseline_az,ax,ay,az,gx,gy,gz,screen_rotation,note
3971443758291653,1778890867734,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.1591227,9.251849,4.6612186,-0.2527453,-0.1924224,0.0537561,0,
3971443777126028,1778890867753,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.1160519,9.400204,4.2317066,-0.09911281,-0.20341797,0.05222894,0,
3971443795960403,1778890867772,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.12801601,9.457631,3.4025939,-0.01847866,-0.25625777,0.03848448,0,
3971443814794882,1778890867791,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.31465617,9.559326,3.0317063,-0.06856957,-0.3338376,0.018631376,0,
3971443833629257,1778890867809,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.65084773,9.438489,2.879762,-0.20693044,-0.37568185,0.010079269,0,
3971443852463632,1778890867828,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.9702896,9.413364,3.1046875,-0.39538223,-0.33353218,0.03451386,0,
3971443871298007,1778890867847,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.67477596,9.515059,4.3262234,-0.55695593,-0.2525926,0.1084285,0,
3971443890132382,1778890867866,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.73340017,9.487542,4.9722853,-0.5346594,-0.3836231,0.15577053,0,
3971443908966861,1778890867884,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.32422748,8.959925,4.752146,-0.3507891,-0.45692685,0.21624613,0,
3971443927801236,1778890867903,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,0.48095736,8.7266245,4.35733,-0.17730351,-0.52839804,0.27885976,0,
3971443946635611,1778890867922,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,0.5180461,8.73141,4.0845485,-0.09086613,-0.45509425,0.26572618,0,
3971443965469986,1778890867942,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,0.6735796,8.749356,3.62393,-0.10674862,-0.36224282,0.24862197,0,
3971443984304361,1778890867961,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,0.98943216,8.624929,3.4205399,-0.19257513,-0.30665413,0.22174391,0,
3971444003138841,1778890867979,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,1.0899308,8.493324,3.662215,-0.38163778,-0.27763805,0.15577053,0,
3971444021973216,1778890867997,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,0.9523434,8.478967,4.354937,-0.5575668,-0.041538805,0.058032155,0,
3971444040807591,1778890868017,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,0.85064846,8.508878,5.1026945,-0.5911644,0.16279547,-0.017104214,0,
3971444059641966,1778890868035,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,0.7896315,8.535198,6.0957155,-0.51358455,0.11300998,-0.07666353,0,
3971444078476341,1778890868055,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,0.24646074,8.780462,6.4211397,-0.25763223,-0.028710645,-0.12553272,0,
3971444097310716,1778890868073,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,0.014356935,8.914461,5.7391853,0.13545926,0.091018856,-0.09498947,0,
3971444116145195,1778890868093,fed4961a,20260516,Upright,Commuting-like,1,-0.19435526,9.098855,4.019124,-0.043070808,8.85823,4.5188456,0.42684177,0.13622284,-0.019853106,0,
