timestamp_ns,system_time_ms,session_id,day_id,label,context,calibrated,baseline_ax,baseline_ay,baseline_az,ax,ay,az,gx,gy,gz,screen_rotation,note
4176581852824440,1779096005828,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.7728817,7.9070826,5.99761,-0.03573559,0.01802051,-0.042607818,0,
4176581871658607,1779096005847,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.8111669,7.856833,6.111269,-0.03695732,-0.01802051,-0.03252855,0,
4176581890492878,1779096005866,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.8111669,7.8400836,6.105287,-0.0070249448,-0.0030543238,-0.022143848,0,
4176581909327045,1779096005885,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.8877372,7.8580294,6.0023956,0.019547673,0.021380268,-0.0074830935,0,
4176581928161315,1779096005904,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.95832545,7.8723865,5.948557,0.016493348,0.024740024,0.0019853106,0,
4176581946995586,1779096005923,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.8889336,7.8759756,5.983253,-0.012217295,0.0051923506,-0.0044287695,0,
4176581965829753,1779096005941,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.86979103,7.879565,6.0825553,-0.033902995,-0.017409647,-0.007177661,0,
4176581984664024,1779096005961,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.80159557,7.850851,6.04427,-0.025961753,-0.021380268,-0.00962112,0,
4176582003498190,1779096005979,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.8171489,7.877172,5.9988065,-0.011300999,-0.0021380268,-0.008704823,0,
4176582022332461,1779096005998,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.8650054,7.8017983,6.1387863,-0.01802051,0.032070402,-0.003817905,0,
4176582041166732,1779096006017,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.78364944,7.7300134,6.186643,-0.012217295,0.044898562,-0.0108428495,0,
4176582060000899,1779096006036,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.77647096,7.8783684,6.141179,6.108648E-4,0.014660755,-0.0059559317,0,
4176582078835170,1779096006055,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.82672024,7.9190464,6.0658054,0.012522728,0.012217295,0.0010690134,0,
4176582097669336,1779096006073,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.8769695,7.8317084,5.9377894,0.024740024,0.040622506,-1.527162E-4,0,
4176582116503607,1779096006092,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.7645068,7.8197446,5.8157554,0.023823727,0.05650499,-0.016951498,0,
4176582135337878,1779096006111,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.6329016,7.8987074,5.8420763,-0.01282816,0.037262753,-0.01970039,0,
4176582154172045,1779096006130,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.7704889,7.8221374,5.9916277,-0.05894845,0.0018325944,0.0029016077,0,
4176582173006315,1779096006149,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,1.0073783,7.7419777,6.1435723,-0.06811142,-0.010995566,0.0065667965,0,
4176582191840482,1779096006168,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.9762716,7.7479596,6.186643,-0.033597562,0.01924224,-0.026419902,0,
4176582210674753,1779096006186,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.7322037,7.844869,6.070591,0.0036651888,0.04612029,-0.056046844,0,
4176582229509024,1779096006208,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.6221339,7.920243,6.0430737,-0.0021380268,0.026267186,-0.0481056,0,
4176582248343190,1779096006226,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.7082755,7.85444,6.186643,-0.037262753,-0.0073303776,-0.01847866,0,
4176582267177461,1779096006243,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.8578269,7.7874413,6.2380886,-0.032681264,-0.010384701,-0.0019853106,0,
4176582286011732,1779096006263,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.83389866,7.8029947,6.0801625,0.0058032153,0.011300999,-0.015424335,0,
4176582304845899,1779096006282,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.74536425,7.8927255,6.0083776,0.02046397,0.028099779,-0.029779658,0,
4176582323680170,1779096006301,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.72502524,7.8556366,6.07418,0.0033597562,0.02535089,-0.023976443,0,
4176582342514336,1779096006318,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.7465607,7.834101,6.111269,-0.009162972,0.00763581,-0.014508039,0,
4176582361348607,1779096006337,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.7728817,7.8113694,6.196214,-0.013744458,-0.0033597562,-0.011148282,0,
4176582380182878,1779096006359,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.6999006,7.7910304,6.2440705,9.162972E-4,0.0058032153,-0.012675445,0,
4176582399017045,1779096006377,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.64965135,7.7826557,6.0837517,0.028710645,0.023823727,-0.0056504994,0,
4176582417851315,1779096006395,73822dda,20260518,Upright,Standing,1,0.870146,7.890312,5.9659014,0.69272214,7.7874413,5.8707905,0.034208428,0.010995566,0.004734202,0,
