timestamp_ns,system_time_ms,session_id,day_id,label,context,calibrated,baseline_ax,baseline_ay,baseline_az,ax,ay,az,gx,gy,gz,screen_rotation,note
3744407060644939,1778663830491,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.31585258,9.6682,2.4622145,0.061544627,-0.091018856,0.01282816,0,
3744407079477335,1778663830510,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.36370903,9.682557,1.9812572,0.12415826,-0.07086031,0.017715078,0,
3744407098309731,1778663830529,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.30149564,9.670592,1.7096717,0.10522146,-0.0024434591,0.0097738365,0,
3744407117142126,1778663830548,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.2644069,9.710074,1.7324036,0.047189303,0.0632245,0.008857539,0,
3744407135974418,1778663830567,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.16749759,9.762716,1.7659031,0.018784093,0.04734202,0.0015271619,0,
3744407154806814,1778663830585,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.15194423,9.806984,1.7084754,0.016340632,-0.026267186,0.0051923506,0,
3744407173639210,1778663830604,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.30149564,9.810573,1.7682959,-0.0035124724,-0.08704823,0.01924224,0,
3744407192471606,1778663830623,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.38763726,9.830912,1.8783658,-0.026725333,-0.060475614,0.017409647,0,
3744407211304001,1778663830642,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.3385844,9.823733,1.98365,-0.0386372,-0.0070249448,-0.0018325944,0,
3744407230136397,1778663830660,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.357727,9.790234,2.1044874,-0.04046979,-0.011606431,-0.0140498895,0,
3744407248968793,1778663830679,4bcae59c,20260513,Upright,Sitting,1,0.28278106,9.710536,1.9641732,0.36131623,9.763913,2.1164517,-0.024587307,-0.045509428,-0.024129158,0,
